Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Location
Ticonderoga National Bank,Essex,11/15/1988,90NR00491,-73.42328927086574,43.8490375799261,"(43.8490375799261, -73.42328927086574)"
Ticonderoga Pulp and Paper Company Office,Essex,11/15/1988,90NR00492,-73.42136936538937,43.84877902483453,"(43.84877902483453, -73.42136936538937)"
Tomlinson House,Essex,05/20/1983,90NR00570,-73.47761033950258,44.50584788249332,"(44.50584788249332, -73.47761033950258)"
Trudeau Sanitorium,Essex,04/20/1995,95NR00803,-74.12221549794026,44.3419640397637,"(44.3419640397637, -74.12221549794026)"
United States Post Office-Lake Placid,Essex,11/17/1988,90NR00493,-73.98370674812364,44.28509348236626,"(44.28509348236626, -73.98370674812364)"
United States post Office-Ticonderoga,Essex,05/11/1989,90NR00476,-73.42365765469238,43.84807710046346,"(43.84807710046346, -73.42365765469238)"
Van Ornam & Murdock Block,Essex,11/14/1982,90NR00494,-73.4592004987335,44.04827518507017,"(44.04827518507017, -73.4592004987335)"
Walton Bridge,Essex,11/12/1999,98NR01355,-73.79774122175913,44.24470942614202,"(44.24470942614202, -73.79774122175913)"
"Watson, Elkanah, House",Essex,07/19/1964,90NR00459,-73.40555666639608,44.52470555774442,"(44.52470555774442, -73.40555666639608)"
Wellscroft,Essex,01/28/2004,00NR01681,-73.77220272459442,44.34423403584147,"(44.34423403584147, -73.77220272459442)"
Wells Memorial Library,Essex,05/18/2011,03NR05186,-73.77359195031669,44.33786787719762,"(44.33786787719762, -73.77359195031669)"
Whiteface Veterans Memorial Highway Complex,Essex,10/10/2008,03NR05147,-73.89304210684583,44.3751429930394,"(44.3751429930394, -73.89304210684583)"
Willsboro Congregational Church,Essex,05/31/1984,90NR00474,-73.39281510883151,44.36340378048495,"(44.36340378048495, -73.39281510883151)"
Willsboro School,Essex,03/31/2010,09NR06077,-73.39010386664158,44.3647408652616,"(44.3647408652616, -73.39010386664158)"
Wilmington Bridge,Essex,11/12/1999,98NR01350,-73.8176042357223,44.3890496493108,"(44.3890496493108, -73.8176042357223)"
Witherbee Memorial Hall,Essex,04/22/1991,90NR03307,-73.52782395043599,44.08833160420625,"(44.08833160420625, -73.52782395043599)"
"Allen, Dr. A.H., Cottage",Franklin,11/06/1992,90NR02955,-74.12945141138417,44.33171582352775,"(44.33171582352775, -74.12945141138417)"
Ames Cottage,Franklin,11/06/1992,93NR00494,-74.12753444070384,44.32478652823855,"(44.32478652823855, -74.12753444070384)"
Azure Mountain Fire Observation Station,Franklin,09/23/2001,00NR01663,-74.49221534708158,44.5434482004059,"(44.5434482004059, -74.49221534708158)"
Baird Cottage,Franklin,11/06/1992,90NR02945,-74.13414013387364,44.31498614623231,"(44.31498614623231, -74.13414013387364)"
Barngalow,Franklin,11/06/1992,90NR02979,-74.12894914085093,44.33400700464898,"(44.33400700464898, -74.12894914085093)"
Berkeley Square Historic District,Franklin,02/11/1988,90NR00508,-74.13175498372512,44.32651115590581,"(44.32651115590581, -74.13175498372512)"
Beth Joseph Synagogue,Franklin,09/01/1988,90NR00507,-74.4651039420752,44.22489200682752,"(44.22489200682752, -74.4651039420752)"
Brighton Town Hall,Franklin,11/07/2003,03NR05084,-74.23249441506894,44.44089870138976,"(44.44089870138976, -74.23249441506894)"
Camp Intermission,Franklin,11/06/1992,90NR02917,-74.14947168442097,44.35020962524244,"(44.35020962524244, -74.14947168442097)"
Camp Topridge,Franklin,11/07/1986,90NR00496,-74.30140602116178,44.42075025728691,"(44.42075025728691, -74.30140602116178)"
Camp Wild Air,Franklin,11/07/1986,90NR00497,-74.27444156706116,44.40896412610946,"(44.40896412610946, -74.27444156706116)"
Chester Valentine House,Franklin,02/23/2015,14NR06606,-74.14019181354986,44.32275578943638,"(44.32275578943638, -74.14019181354986)"
Church Street Historic District,Franklin,11/02/1987,90NR02958,-74.12914816170381,44.3270552376855,"(44.3270552376855, -74.12914816170381)"
Colbath Cottage,Franklin,11/06/1992,90NR02982,-74.12927140337428,44.32486119533031,"(44.32486119533031, -74.12927140337428)"
Cottage Row Historic District,Franklin,11/02/1987,90NR02961,-74.13299896983224,44.33323095202336,"(44.33323095202336, -74.13299896983224)"
Debar Pond Lodge,Franklin,12/16/2014,14NR06589,-74.19201212694594,44.62753035261148,"(44.62753035261148, -74.19201212694594)"
Distin Cottage,Franklin,11/06/1992,90NR02967,-74.12932806550913,44.31957498582059,"(44.31957498582059, -74.12932806550913)"
Drury Cottage,Franklin,11/06/1992,90NR02950,-74.13063281905197,44.32952604754241,"(44.32952604754241, -74.13063281905197)"
Duane Methodist Episcopal Church,Franklin,08/09/1991,91NR03364,-74.26247494027812,44.65950763419458,"(44.65950763419458, -74.26247494027812)"
Eagle Island Camp,Franklin,04/03/1987,90NR00499,-74.33339376449968,44.27660044851853,"(44.27660044851853, -74.33339376449968)"
Ellenberger Cottage,Franklin,11/06/1992,90NR02951,-74.13713137375112,44.3320704955747,"(44.3320704955747, -74.13713137375112)"
Felsthamel/Edelberg Cottage,Franklin,11/06/1992,90NR02972,-74.13612185422134,44.32900239059401,"(44.32900239059401, -74.13612185422134)"
Feustmann Cottage,Franklin,11/06/1992,90NR02956,-74.13015399364934,44.33306782154072,"(44.33306782154072, -74.13015399364934)"
First Congregational Church,Franklin,06/06/1991,90NR02941,-74.28729574551457,44.84898799489125,"(44.84898799489125, -74.28729574551457)"
First Union Protestant Church of Mountain View,Franklin,03/15/2005,03NR05050,-74.13902065116785,44.70179983885027,"(44.70179983885027, -74.13902065116785)"
Freer Cottage,Franklin,11/06/1992,90NR02968,-74.13160325917195,44.31733126300787,"(44.31733126300787, -74.13160325917195)"
"Gray, E.L., House",Franklin,11/06/1992,93NR00496,-74.12739076056404,44.32668420170118,"(44.32668420170118, -74.12739076056404)"
Hastings Farmstead,Franklin,08/30/2007,07NR05724,-74.51393369831345,44.76515398797361,"(44.76515398797361, -74.51393369831345)"
Hathaway Cottage,Franklin,11/06/1992,90NR02957,-74.13790775800678,44.33049999203759,"(44.33049999203759, -74.13790775800678)"
Hillside Lodge,Franklin,11/06/1992,93NR00495,-74.14615108263447,44.35885426211233,"(44.35885426211233, -74.14615108263447)"
"Homestead, The",Franklin,11/06/1992,90NR02969,-74.13134470876182,44.32320129646853,"(44.32320129646853, -74.13134470876182)"
Hooey Cottage,Franklin,11/06/1992,90NR02980,-74.12689059568183,44.32818890211616,"(44.32818890211616, -74.12689059568183)"
Hopkins Cottage,Franklin,11/06/1992,90NR02948,-74.13011178720403,44.31763176067557,"(44.31763176067557, -74.13011178720403)"
Horton Gristmill,Franklin,04/21/1975,90NR00502,-74.29252794875094,44.84762298996246,"(44.84762298996246, -74.29252794875094)"
Hotel Saranac,Franklin,04/05/2019,18NR00092,-74.13045376864618,44.32684898605963,"(44.32684898605963, -74.13045376864618)"
Jennings Cottage,Franklin,11/06/1992,90NR02970,-74.1299033295491,44.33092804114884,"(44.33092804114884, -74.1299033295491)"
Johnson Cottage,Franklin,11/06/1992,90NR02947,-74.13111767843837,44.32563308966853,"(44.32563308966853, -74.13111767843837)"
Lady Tree Lodge,Franklin,03/12/2018,17NR00049,-74.31611874297114,44.34559392515256,"(44.34559392515256, -74.31611874297114)"
Larom Cottage,Franklin,11/06/1992,90NR02977,-74.12787664313153,44.33331915402239,"(44.33331915402239, -74.12787664313153)"
Laron-Welles Cottage,Franklin,11/06/1992,90NR02976,-74.12830010536321,44.33380290879825,"(44.33380290879825, -74.12830010536321)"
Leis Block,Franklin,11/06/1992,93NR00492,-74.13234651176329,44.32912998897848,"(44.32912998897848, -74.13234651176329)"
Leis Cottage,Franklin,11/06/1992,90NR02943,-74.14840081355057,44.31978067173644,"(44.31978067173644, -74.14840081355057)"
"Lincoln, Anselm, House",Franklin,04/21/1975,90NR00503,-74.29422010614996,44.84683673709306,"(44.84683673709306, -74.29422010614996)"
Little Red,Franklin,11/06/1992,93NR00490,-74.1577643220662,44.31827720175684,"(44.31827720175684, -74.1577643220662)"
Loon Lake Fire Observation Station,Franklin,12/05/2008,06NR05580,-74.15178997116628,44.55822311294163,"(44.55822311294163, -74.15178997116628)"
Magill Cottage,Franklin,11/06/1992,90NR02985,-74.12706667176572,44.31992824728786,"(44.31992824728786, -74.12706667176572)"
Malone Armory,Franklin,03/02/1995,95NR00778,-74.29786933592189,44.84827824800393,"(44.84827824800393, -74.29786933592189)"
Malone Freight Depot,Franklin,12/12/1976,90NR00506,-74.29688433231453,44.85022560517916,"(44.85022560517916, -74.29688433231453)"
McBean Cottage,Franklin,11/06/1992,90NR02975,-74.13009781570642,44.33233360088328,"(44.33233360088328, -74.13009781570642)"
Merrillsville Cure Cottage,Franklin,08/10/1995,95NR00866,-74.01547942040946,44.52375461228358,"(44.52375461228358, -74.01547942040946)"
Morgan Cottage,Franklin,11/06/1992,90NR02978,-74.12951619249256,44.33284479009669,"(44.33284479009669, -74.12951619249256)"
Moss Ledge,Franklin,11/07/1986,90NR00500,-74.33323712167032,44.28383228423479,"(44.28383228423479, -74.33323712167032)"
Muselman Cottage,Franklin,11/06/1992,90NR02984,-74.12984315589978,44.3228197734765,"(44.3228197734765, -74.12984315589978)"
Northbrook Lodge,Franklin,04/07/2014,13NR06515,-74.23769806625234,44.44836482931473,"(44.44836482931473, -74.23769806625234)"
Noyes Cottage,Franklin,11/06/1992,90NR02964,-74.12737663725113,44.32709241332122,"(44.32709241332122, -74.12737663725113)"
Paddock Building,Franklin,11/07/1976,90NR00505,-74.29414457490256,44.8486051822581,"(44.8486051822581, -74.29414457490256)"
Paul Smith's Electric Light & Power & Railroad Company Complex,Franklin,11/02/1987,90NR00509,-74.1324950230427,44.32439642524715,"(44.32439642524715, -74.1324950230427)"
Pomeroy Cottage,Franklin,11/06/1992,90NR02946,-74.13220763222037,44.33349713765489,"(44.33349713765489, -74.13220763222037)"
Prospect Point Camp,Franklin,11/07/1986,90NR00501,-74.34359040384747,44.27871086612949,"(44.27871086612949, -74.34359040384747)"
Radwell Cottage,Franklin,11/06/1992,93NR00493,-74.13760413462727,44.33058513945019,"(44.33058513945019, -74.13760413462727)"
Ryan Cottage,Franklin,11/06/1992,90NR02944,-74.15254598522455,44.31855911049441,"(44.31855911049441, -74.15254598522455)"
Sarbanes Cottage,Franklin,11/06/1992,90NR02949,-74.127412263537,44.33105814268163,"(44.33105814268163, -74.127412263537)"
"Savage, Orin, Cottage",Franklin,11/06/1992,90NR02974,-74.13514807775842,44.32782006589845,"(44.32782006589845, -74.13514807775842)"
Schrader-Griswold Cottage,Franklin,11/06/1992,90NR02986,-74.12779592591,44.32148267569059,"(44.32148267569059, -74.12779592591)"
Seeley Cottage,Franklin,11/06/1992,90NR02973,-74.13488309271591,44.32796499101892,"(44.32796499101892, -74.13488309271591)"
Sloan Cottage,Franklin,11/06/1992,90NR02992,-74.1354726938678,44.32256639986763,"(44.32256639986763, -74.1354726938678)"
Smith Cottage,Franklin,11/06/1992,90NR02965,-74.13938734975505,44.3214248368134,"(44.3214248368134, -74.13938734975505)"
"Smith's, Paul, Hotel Cottages",Franklin,04/29/1999,98NR01419,-74.25675084205005,44.43446702473864,"(44.43446702473864, -74.25675084205005)"
Stonaker Cottage,Franklin,11/06/1992,90NR02988,-74.13458474334543,44.31604089283811,"(44.31604089283811, -74.13458474334543)"
St. Regis Mountain Fire Observation Station,Franklin,03/15/2005,04NR05266,-74.32144364785326,44.41062904411321,"(44.41062904411321, -74.32144364785326)"
United States Post Office-Malone,Franklin,05/11/1989,90NR00504,-74.28918766487658,44.8486211533216,"(44.8486211533216, -74.28918766487658)"
U.S. Inspection Station-Chateaugay,Franklin,,12NR06306,-74.08640094586505,44.99319108713364,"(44.99319108713364, -74.08640094586505)"
U.S. Inspection Station--Fort Covington,Franklin,,12NR06307,-74.50472841276374,44.99570074071916,"(44.99570074071916, -74.50472841276374)"
U.S. Inspection Station-Trout River,Franklin,,12NR06302,-74.30849721691172,44.99166607772785,"(44.99166607772785, -74.30849721691172)"
Walker Cottage,Franklin,11/06/1992,90NR02981,-74.13319381980726,44.33245502278097,"(44.33245502278097, -74.13319381980726)"
"Wilder Farmstead, Boyhood Home of Alanzo Wilder",Franklin,11/19/2014,08NR05911,-74.21745141956056,44.86848281044858,"(44.86848281044858, -74.21745141956056)"
Wilson Cottage,Franklin,11/06/1992,90NR02993,-74.13593276963381,44.32825726089082,"(44.32825726089082, -74.13593276963381)"
Witherspoon Cottage,Franklin,11/06/1992,90NR02966,-74.12895253199112,44.32011531752302,"(44.32011531752302, -74.12895253199112)"
"Chamberlain, Benjamin, House",Fulton,08/12/1999,99NR01497,-74.37226561766,43.00423049111495,"(43.00423049111495, -74.37226561766)"
Downtown Gloversville Historic District,Fulton,09/12/1985,90NR00516,-74.34451033529227,43.05128757411354,"(43.05128757411354, -74.34451033529227)"
First United Methodist Church,Fulton,02/20/1998,97NR01250,-74.34618180898187,43.05205389319721,"(43.05205389319721, -74.34618180898187)"
Fulton County Courthouse,Fulton,07/24/1972,90NR00518,-74.37494317841669,43.00678934443673,"(43.00678934443673, -74.37494317841669)"
Fulton County Jail,Fulton,10/19/1981,90NR00520,-74.37062996968226,43.00298950000634,"(43.00298950000634, -74.37062996968226)"
Gloversville (19th Separate Company) Armory,Fulton,03/02/1995,94NR00544,-74.3406468474436,43.04998561752608,"(43.04998561752608, -74.3406468474436)"
Gloversville Free Library,Fulton,05/24/1976,90NR00515,-74.34299480194949,43.05045696559782,"(43.05045696559782, -74.34299480194949)"
Hotel Broadalbin,Fulton,05/04/2011,11NR06199,-74.19921282912566,43.05657577038621,"(43.05657577038621, -74.19921282912566)"
Johnson Hall,Fulton,10/09/1960,90NR00519,-74.38293129706207,43.01535075209817,"(43.01535075209817, -74.38293129706207)"
Johnstown Colonial Cemetery,Fulton,04/23/1998,97NR01277,-74.37356865542067,43.00826562966652,"(43.00826562966652, -74.37356865542067)"
Kane Mountain Fire Observation Station,Fulton,09/23/2001,00NR01664,-74.51627967293244,43.17849350688562,"(43.17849350688562, -74.51627967293244)"
Kingsboro Historic District,Fulton,02/24/1975,90NR00514,-74.33615363339425,43.06692324283741,"(43.06692324283741, -74.33615363339425)"
Knox Mansion,Fulton,02/28/2008,07NR05812,-74.37447036633655,42.99838779549489,"(42.99838779549489, -74.37447036633655)"
"Levor, Gustav, House",Fulton,06/10/2005,04NR05401,-74.34124948404859,43.05320788183407,"(43.05320788183407, -74.34124948404859)"
Log Cabin Church,Fulton,03/18/1999,99NR01431,-74.2945196350084,43.04275774827614,"(43.04275774827614, -74.2945196350084)"
Northville Historic District,Fulton,05/07/2014,14NR06530,-74.17354156725017,43.22450853854826,"(43.22450853854826, -74.17354156725017)"
"Rice, Oliver, House",Fulton,02/10/1995,95NR00800,-74.27689048951002,43.10039225437493,"(43.10039225437493, -74.27689048951002)"
Sacandaga Railroad Station,Fulton,03/07/2003,02NR05016,-74.1855269140254,43.21708654932333,"(43.21708654932333, -74.1855269140254)"
"Shew, Godfrey, House",Fulton,07/12/2006,06NR05569,-74.12356345056679,43.14504431016925,"(43.14504431016925, -74.12356345056679)"
St. John's Episcopal Church,Fulton,09/24/2004,03NR05189,-74.3731686742522,43.00679585182262,"(43.00679585182262, -74.3731686742522)"
The Oppenheim and St. Johnsville Union Society Church,Fulton,07/19/2010,09NR06070,-74.71452398435298,43.03980810015725,"(43.03980810015725, -74.71452398435298)"
United States Post Office-Johnstown,Fulton,05/11/1989,90NR00517,-74.37380785342464,43.00715899518027,"(43.00715899518027, -74.37380785342464)"
Alexander Classical School,Genesee,10/25/1973,90NR00532,-78.2593619690399,42.90219587098745,"(42.90219587098745, -78.2593619690399)"
Batavia Cemetery,Genesee,04/08/2002,01NR01859,-78.17084408300052,42.99333915916397,"(42.99333915916397, -78.17084408300052)"
Batavia Club,Genesee,06/19/1973,90NR00526,-78.18163353318072,42.99763248195097,"(42.99763248195097, -78.18163353318072)"
BATAVIA VETERANS ADMINISTRATION HOSPITAL,Genesee,03/27/2012,12NR06329,-78.19845993246311,43.01268259826853,"(43.01268259826853, -78.19845993246311)"
First Presbyterian Church,Genesee,12/06/2004,03NR05192,-78.1790522125337,42.99639462889413,"(42.99639462889413, -78.1790522125337)"
First Presbyterian Church of Le Roy,Genesee,09/10/2014,14NR06566,-77.99198704405687,42.97725335977374,"(42.97725335977374, -77.99198704405687)"
Genesee County Courthouse,Genesee,06/18/1973,90NR00525,-78.18691105732151,42.99776186118086,"(42.99776186118086, -78.18691105732151)"
Genesee County Courthouse Historic District,Genesee,12/10/1982,90NR00529,-78.18701558528797,42.99815037698561,"(42.99815037698561, -78.18701558528797)"
Gifford-Walker Farm,Genesee,01/10/1980,90NR00521,-78.01548256744961,43.13054860539508,"(43.13054860539508, -78.01548256744961)"
Holland Land Office,Genesee,10/15/1966,90NR00528,-78.19077447240662,42.99919150255517,"(42.99919150255517, -78.19077447240662)"
Keeney House,Genesee,09/11/1979,90NR00531,-77.99325711364659,42.97724505173658,"(42.97724505173658, -77.99325711364659)"
Lake Street Historic District,Genesee,09/05/1985,90NR00533,-77.94266719754232,43.08532810896439,"(43.08532810896439, -77.94266719754232)"
Le Roy Downtown Historic District,Genesee,01/31/2017,16NR00075,-77.99393670263376,42.97769772081087,"(42.97769772081087, -77.99393670263376)"
LeRoy House/Union Free School,Genesee,11/07/1997,97NR01278,-77.98578358143699,42.97921291512721,"(42.97921291512721, -77.98578358143699)"
Machpelah Cemetery,Genesee,11/19/2007,07NR05713,-77.9840132724049,42.98670890551307,"(42.98670890551307, -77.9840132724049)"
Marion Steam Shovel,Genesee,02/22/2008,07NR05714,-77.93782605161039,42.99261367609439,"(42.99261367609439, -77.93782605161039)"
Morganville Pottery Factory Site,Genesee,02/15/1974,90NR00523,-78.07470086294326,43.00535643623343,"(43.00535643623343, -78.07470086294326)"
Mount Pleasant,Genesee,08/09/1984,90NR00522,-78.3467224890234,43.01317250569243,"(43.01317250569243, -78.3467224890234)"
Newberry Building,Genesee,09/11/2017,15NR00145,-78.18256368745347,42.99703543888228,"(42.99703543888228, -78.18256368745347)"
Richmond Memorial Library,Genesee,07/24/1974,90NR00527,-78.17690572499322,42.99778267657259,"(42.99778267657259, -78.17690572499322)"
Saint James' Episcopal Church,Genesee,09/24/2004,03NR05191,-78.17548536456152,42.99724345762663,"(42.99724345762663, -78.17548536456152)"
Stafford Village Four Corners Historic District,Genesee,10/08/1976,90NR00524,-78.07383337155147,42.98119576710047,"(42.98119576710047, -78.07383337155147)"
"Tryon, Augustus S., House",Genesee,03/13/2013,12NR06413,-77.98819307503139,42.9795903356296,"(42.9795903356296, -77.98819307503139)"
United States Post Office-LeRoy,Genesee,05/11/1989,90NR00530,-77.98911445725538,42.97804695912976,"(42.97804695912976, -77.98911445725538)"
"593 Cornwallville Rd., Cornwallville",Greene,05/30/2018,16NR00140,-74.14280411170112,42.34625629620987,"(42.34625629620987, -74.14280411170112)"
Allan Teator Road Stone Arch Bridge,Greene,01/09/2008,06NR05687,-74.21994375040059,42.4075017400739,"(42.4075017400739, -74.21994375040059)"
All Souls Church,Greene,11/24/1993,94NR00732,-74.13395745068084,42.22454567826419,"(42.22454567826419, -74.13395745068084)"
Athens Lower Village Historic District,Greene,11/28/1980,90NR00555,-73.81103846817528,42.26060071820472,"(42.26060071820472, -73.81103846817528)"
A.T. House,Greene,01/18/2006,04NR05381,-74.15362623899811,42.41117929802615,"(42.41117929802615, -74.15362623899811)"
Benjamin DuBois Stone House (Captain Martin Stone House),Greene,11/22/1995,91NR03341,-73.86982647244449,42.22127339844049,"(42.22127339844049, -73.86982647244449)"
Botsford House,Greene,11/12/1993,93NR00508,-74.02520034072887,42.41607816591986,"(42.41607816591986, -74.02520034072887)"
Brand Hollow Road Stone Arch Bridge,Greene,04/10/2008,07NR05774,-74.2395190546395,42.40337470662499,"(42.40337470662499, -74.2395190546395)"
"Brandow, William, House",Greene,11/10/2009,09NR06054,-73.83774346366901,42.25069778520195,"(42.25069778520195, -73.83774346366901)"
Brick Row Historic District,Greene,11/28/1980,90NR00556,-73.79833122805121,42.27750327508758,"(42.27750327508758, -73.79833122805121)"
Bronck Farm 13-Sided Barn,Greene,09/29/1984,90NR00537,-73.84475970039841,42.34625986950046,"(42.34625986950046, -73.84475970039841)"
"Bronck, Pieter, House",Greene,12/24/1967,90NR00540,-73.84681452564392,42.34553199358304,"(42.34553199358304, -73.84681452564392)"
Bronck-Sylvester House,Greene,03/12/2002,02NR01905,-73.8139732408523,42.35894513897586,"(42.35894513897586, -73.8139732408523)"
Centre Presbyterian Church,Greene,09/07/1979,90NR00547,-74.25221874622024,42.30685307470559,"(42.30685307470559, -74.25221874622024)"
Christ Church (Episcopal),Greene,11/16/2015,15NR00095,-74.02179918162096,42.41695093071072,"(42.41695093071072, -74.02179918162096)"
Church of St. John the Evangelist,Greene,04/21/2004,03NR05174,-74.14740953341432,42.18234563659247,"(42.18234563659247, -74.14740953341432)"
"Cleveland, L. E., House",Greene,12/28/2001,01NR01815,-74.15219301558986,42.41034662105564,"(42.41034662105564, -74.15219301558986)"
"Cole, Thomas, House",Greene,10/15/1966,90NR00549,-73.86106745735151,42.22559919176372,"(42.22559919176372, -73.86106745735151)"
Cornwallville Cemetery,Greene,01/31/2017,16NR00093,-74.15719598044382,42.36704564349993,"(42.36704564349993, -74.15719598044382)"
Croswell-Parsons Paper Mill Ruin,Greene,01/09/2008,07NR05725,-73.79976601093479,42.45933757773822,"(42.45933757773822, -73.79976601093479)"
"DeWitt, F. W., Hotel",Greene,12/28/2001,01NR01816,-74.15266624808154,42.4095601798383,"(42.4095601798383, -74.15266624808154)"
District School No. 11,Greene,08/10/1995,95NR00843,-73.88027166215667,42.23088529537924,"(42.23088529537924, -73.88027166215667)"
DuBois Stone House,Greene,11/22/1995,91NR03342,-73.86935279438842,42.2193784329399,"(42.2193784329399, -73.86935279438842)"
East Side Historic District,Greene,08/09/1982,90NR00548,-73.86251819072127,42.21939745040148,"(42.21939745040148, -73.86251819072127)"
ELEANOR (Sailing Sloop),Greene,12/27/1982,90NR00551,-73.85931830544098,42.21133288302158,"(42.21133288302158, -73.85931830544098)"
Elijah Strong House,Greene,01/15/2003,02NR04997,-74.34277796930114,42.3025771907572,"(42.3025771907572, -74.34277796930114)"
Elka Park Historic District,Greene,05/22/1993,93NR00434,-74.16771686130353,42.15506375419297,"(42.15506375419297, -74.16771686130353)"
"Fischel, Harry, House (Fairlawn"")""",Greene,04/21/2000,00NR01595,-74.21398546766615,42.21142180189707,"(42.21142180189707, -74.21398546766615)"
Ford Store,Greene,12/28/2001,01NR01817,-74.15275937103715,42.40990078918309,"(42.40990078918309, -74.15275937103715)"
Greenville Presbyterian Church Complex,Greene,03/28/1985,90NR00541,-74.02263296642666,42.4162504712246,"(42.4162504712246, -74.02263296642666)"
Haines Cemetery,Greene,05/18/2018,18NR00011,-74.09447656131744,42.19612670446637,"(42.19612670446637, -74.09447656131744)"
Halcott Grange No. 881,Greene,04/06/2000,00NR01594,-74.48559413641357,42.19105474254651,"(42.19105474254651, -74.48559413641357)"
"Hallock, Joseph, House",Greene,08/10/1995,91NR03332,-73.8692624085995,42.21618686503412,"(42.21618686503412, -73.8692624085995)"
Hathaway,Greene,02/12/2008,07NR05790,-74.12131454879572,42.21322144124024,"(42.21322144124024, -74.12131454879572)"
Haxton-Griffin Farm,Greene,01/04/2012,11NR06242,-73.84141059506796,42.2575869717228,"(42.2575869717228, -73.84141059506796)"
Hervey Street Stone Arch Bridge,Greene,01/09/2008,06NR05686,-74.12653865012655,42.34512265852087,"(42.34512265852087, -74.12653865012655)"
Hop-O-Nose Knitting Mill,Greene,08/10/1995,91NR03333,-73.86631342187972,42.21308993328677,"(42.21308993328677, -73.86631342187972)"
"Houghtaling, Peter, Farm, and Lime Kiln",Greene,03/20/1986,90NR00544,-73.85410265546035,42.39386626647576,"(42.39386626647576, -73.85410265546035)"
Hudson/Athens Lighthouse,Greene,05/29/1979,90NR00554,-73.80901763158685,42.25197993774799,"(42.25197993774799, -73.80901763158685)"
Hunter Mountain Fire Tower,Greene,06/30/1997,97NR01202,-74.24620095908139,42.18693063265746,"(42.18693063265746, -74.24620095908139)"
Hunter Synagogue,Greene,12/09/1999,99NR01559,-74.21560171023712,42.21070743795008,"(42.21070743795008, -74.21560171023712)"
I.O.O.F. Hall,Greene,12/31/2002,02NR04994,-74.21578986776326,42.21081785423001,"(42.21081785423001, -74.21578986776326)"
Jewett Presbyterian Church Complex,Greene,12/28/2001,01NR01850,-74.30347983948734,42.26970286853883,"(42.26970286853883, -74.30347983948734)"
"Lampman, William, House",Greene,08/10/1995,91NR03337,-73.87206816703203,42.21215210549526,"(42.21215210549526, -73.87206816703203)"
"Layman, Frank D., Memorial",Greene,06/06/2003,02NR01921,-74.06479555867848,42.19016270700038,"(42.19016270700038, -74.06479555867848)"
Leeds Dutch Reformed Church,Greene,02/22/1996,96NR00930,-73.90026440811823,42.25489606802885,"(42.25489606802885, -73.90026440811823)"
Lexington House,Greene,09/04/1986,90NR00543,-74.36677106234322,42.24009387543104,"(42.24009387543104, -74.36677106234322)"
Methodist Episcopal Church of Windham Center,Greene,04/27/2009,08NR05918,-74.24825449524448,42.3086248860976,"(42.3086248860976, -74.24825449524448)"
Moore-Howland Estate,Greene,08/30/2010,10NR06129,-73.8563246958078,42.22962543346002,"(42.22962543346002, -73.8563246958078)"
Moore Road Stone Arch Bridge,Greene,04/10/2008,07NR05773,-74.17192428263346,42.35301287572774,"(42.35301287572774, -74.17192428263346)"
Morss Homestead/Federal City Homestead,Greene,09/30/1983,90NR00546,-74.39511287811617,42.31082546300705,"(42.31082546300705, -74.39511287811617)"
New Baltimore Hamlet Historic District,Greene,02/23/1996,96NR00928,-73.78792450779275,42.44639164563038,"(42.44639164563038, -73.78792450779275)"
Newkirk Homestead,Greene,07/22/1979,90NR00535,-73.90666946706091,42.26666935267133,"(42.26666935267133, -73.90666946706091)"
North Settlement Methodist Church,Greene,05/16/1996,96NR00979,-74.29546290109103,42.33774057975676,"(42.33774057975676, -74.29546290109103)"
Oak Hill Cemetery,Greene,05/11/2011,11NR06218,-74.16077153758268,42.4119731830365,"(42.4119731830365, -74.16077153758268)"
Oak Hill Historic District,Greene,09/11/2017,17NR00031,-74.15325860795967,42.41016742618591,"(42.41016742618591, -74.15325860795967)"
Oak Hill Methodist Episcopal Church,Greene,11/01/2006,04NR05383,-74.15456466944957,42.41225757932766,"(42.41225757932766, -74.15456466944957)"
Old Episcopal Manse,Greene,11/22/2000,00NR01695,-74.43272278066031,42.31416873244481,"(42.31416873244481, -74.43272278066031)"
Onteora Park Historic District,Greene,02/12/2003,02NR05001,-74.14814767998159,42.21426541928625,"(42.21426541928625, -74.14814767998159)"
Osburn House,Greene,12/28/2001,01NR01818,-74.15405203774785,42.41199571923461,"(42.41199571923461, -74.15405203774785)"
"Parsonage, The",Greene,04/06/2005,04NR05382,-74.15518617516709,42.41240267797782,"(42.41240267797782, -74.15518617516709)"
"Pierce, Charles, House",Greene,12/28/2001,01NR01819,-74.15290014602533,42.41135588212326,"(42.41135588212326, -74.15290014602533)"
Platte Clove Post Office,Greene,06/30/2005,04NR05325,-74.08815703187126,42.13419391230068,"(42.13419391230068, -74.08815703187126)"
Pratt Rock Park,Greene,12/10/1992,92NR00413,-74.42333640103753,42.31154142384081,"(42.31154142384081, -74.42333640103753)"
Prattsville Commercial Building,Greene,03/01/1996,96NR00936,-74.43588112155366,42.31697035447375,"(42.31697035447375, -74.43588112155366)"
"Pratt, Zadock, House",Greene,08/14/1986,90NR00545,-74.43214456924791,42.31482285002518,"(42.31482285002518, -74.43214456924791)"
Prevost Manor House,Greene,11/15/1972,90NR00542,-74.05023762557575,42.41379912870865,"(42.41379912870865, -74.05023762557575)"
